id,user_query,lang,parsed_intent,entities,knowledge_ids,reasoning_chain,solution_response,citation
M001154,"Wananitendea tofauti kwa sababu ya kabila langu. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,discrimination,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001155,"Wananitendea tofauti kwa sababu ya kabila langu. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,discrimination,sector=security;sub_sector=domestic security;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001156,"Wananitendea tofauti kwa sababu ya kabila langu. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,discrimination,sector=transport;sub_sector=inland transport;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001157,"Wananitendea tofauti kwa sababu ya kabila langu. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,discrimination,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001158,"Wananitendea tofauti kwa sababu ya kabila langu. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,discrimination,sector=education;sub_sector=secondary school;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001159,"Wananitendea tofauti kwa sababu ya kabila langu. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,discrimination,sector=finance;sub_sector=microfinance;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001160,"Wananitendea tofauti kwa sababu ya kabila langu. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,discrimination,sector=other;sub_sector=other sector;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001161,"Ubaguzi wa ulemavu. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,discrimination,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001162,"Ubaguzi wa ulemavu. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,discrimination,sector=health;sub_sector=dispensary;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001163,"Ubaguzi wa ulemavu. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,discrimination,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001164,"Ubaguzi wa ulemavu. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,discrimination,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001165,"Ubaguzi wa ulemavu. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,discrimination,sector=security;sub_sector=domestic security;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001166,"Ubaguzi wa ulemavu. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,discrimination,sector=transport;sub_sector=inland transport;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001167,"Ubaguzi wa ulemavu. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,discrimination,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001168,"Ubaguzi wa ulemavu. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,discrimination,sector=education;sub_sector=secondary school;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001169,"Ubaguzi wa ulemavu. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,discrimination,sector=finance;sub_sector=microfinance;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001170,"Ubaguzi wa ulemavu. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,discrimination,sector=other;sub_sector=other sector;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001171,"Ubaguzi wa jinsia kazini. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,discrimination,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001172,"Ubaguzi wa jinsia kazini. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,discrimination,sector=health;sub_sector=dispensary;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001173,"Ubaguzi wa jinsia kazini. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,discrimination,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001174,"Ubaguzi wa jinsia kazini. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,discrimination,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001175,"Ubaguzi wa jinsia kazini. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,discrimination,sector=security;sub_sector=domestic security;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001176,"Ubaguzi wa jinsia kazini. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,discrimination,sector=transport;sub_sector=inland transport;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001177,"Ubaguzi wa jinsia kazini. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,discrimination,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001178,"Ubaguzi wa jinsia kazini. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,discrimination,sector=education;sub_sector=secondary school;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001179,"Ubaguzi wa jinsia kazini. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,discrimination,sector=finance;sub_sector=microfinance;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001180,"Ubaguzi wa jinsia kazini. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,discrimination,sector=other;sub_sector=other sector;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001181,"Please review my employment contract. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,contract_review,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M001182,"Please review my employment contract. (I work as dispensary in health, based in Dar es Salaam.)",en,contract_review,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M001183,"Please review my employment contract. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,contract_review,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M001184,"Please review my employment contract. (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,contract_review,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M001185,"Please review my employment contract. (I work as domestic security in security, based in Dar es Salaam.)",en,contract_review,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M001186,"Please review my employment contract. (I work as inland transport in transport, based in Dar es Salaam.)",en,contract_review,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M001187,"Please review my employment contract. (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,contract_review,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M001188,"Please review my employment contract. (I work as secondary school in education, based in Dar es Salaam.)",en,contract_review,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M001189,"Please review my employment contract. (I work as microfinance in finance, based in Dar es Salaam.)",en,contract_review,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M001190,"Please review my employment contract. (I work as other sector in other, based in Dar es Salaam.)",en,contract_review,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
