id,sentence,lang,extracted_name,extracted_occupation,extracted_sector,extracted_sub_sector,extracted_region,extracted_years,extracted_role,bot_response
I03957,"Mimi ni Amina, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Amina,mechanic,transport,postal/courier,Arusha,1,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03958,"Mimi ni Amina, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Amina,mechanic,transport,postal/courier,Arusha,5,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03959,"Mimi ni Amina, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Amina,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03960,"Mimi ni Amina, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Amina,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03961,"My name is John, I'm a photographer in sports.",en,John,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello John. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03962,"My name is John, I'm a photographer in sports.",en,John,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello John. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03963,"My name is John, I'm a photographer in sports.",en,John,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello John. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03964,"My name is John, I'm a photographer in sports.",en,John,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello John. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03965,"My name is John, I'm a photographer in sports.",en,John,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello John. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03966,"My name is John, I'm a photographer in sports.",en,John,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello John. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03967,"Hi, I'm John. I work as a photographer.",en,John,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello John. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03968,"Hi, I'm John. I work as a photographer.",en,John,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello John. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03969,"Hi, I'm John. I work as a photographer.",en,John,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello John. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03970,"Hi, I'm John. I work as a photographer.",en,John,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello John. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03971,"Hi, I'm John. I work as a photographer.",en,John,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello John. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03972,"Hi, I'm John. I work as a photographer.",en,John,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello John. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03973,"I am John, occupation photographer, sector sports.",en,John,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello John. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03974,"I am John, occupation photographer, sector sports.",en,John,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello John. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03975,"I am John, occupation photographer, sector sports.",en,John,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello John. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03976,"I am John, occupation photographer, sector sports.",en,John,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello John. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03977,"I am John, occupation photographer, sector sports.",en,John,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello John. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03978,"I am John, occupation photographer, sector sports.",en,John,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello John. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03979,"My name is Mary, I'm a photographer in sports.",en,Mary,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello Mary. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03980,"My name is Mary, I'm a photographer in sports.",en,Mary,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello Mary. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03981,"My name is Mary, I'm a photographer in sports.",en,Mary,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello Mary. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03982,"My name is Mary, I'm a photographer in sports.",en,Mary,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello Mary. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03983,"My name is Mary, I'm a photographer in sports.",en,Mary,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello Mary. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03984,"My name is Mary, I'm a photographer in sports.",en,Mary,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello Mary. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03985,"Hi, I'm Mary. I work as a photographer.",en,Mary,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello Mary. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03986,"Hi, I'm Mary. I work as a photographer.",en,Mary,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello Mary. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03987,"Hi, I'm Mary. I work as a photographer.",en,Mary,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello Mary. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03988,"Hi, I'm Mary. I work as a photographer.",en,Mary,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello Mary. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03989,"Hi, I'm Mary. I work as a photographer.",en,Mary,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello Mary. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03990,"Hi, I'm Mary. I work as a photographer.",en,Mary,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello Mary. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03991,"I am Mary, occupation photographer, sector sports.",en,Mary,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello Mary. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03992,"I am Mary, occupation photographer, sector sports.",en,Mary,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello Mary. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03993,"I am Mary, occupation photographer, sector sports.",en,Mary,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello Mary. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03994,"I am Mary, occupation photographer, sector sports.",en,Mary,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello Mary. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I03995,"I am Mary, occupation photographer, sector sports.",en,Mary,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello Mary. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03996,"I am Mary, occupation photographer, sector sports.",en,Mary,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello Mary. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I03997,"My name is James, I'm a photographer in sports.",en,James,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello James. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03998,"My name is James, I'm a photographer in sports.",en,James,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello James. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I03999,"My name is James, I'm a photographer in sports.",en,James,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello James. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I04000,"My name is James, I'm a photographer in sports.",en,James,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello James. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I04001,"My name is James, I'm a photographer in sports.",en,James,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello James. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I04002,"My name is James, I'm a photographer in sports.",en,James,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello James. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I04003,"Hi, I'm James. I work as a photographer.",en,James,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello James. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I04004,"Hi, I'm James. I work as a photographer.",en,James,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello James. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I04005,"Hi, I'm James. I work as a photographer.",en,James,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello James. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I04006,"Hi, I'm James. I work as a photographer.",en,James,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello James. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I04007,"Hi, I'm James. I work as a photographer.",en,James,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello James. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I04008,"Hi, I'm James. I work as a photographer.",en,James,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello James. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I04009,"I am James, occupation photographer, sector sports.",en,James,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello James. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I04010,"I am James, occupation photographer, sector sports.",en,James,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello James. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I04011,"I am James, occupation photographer, sector sports.",en,James,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello James. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I04012,"I am James, occupation photographer, sector sports.",en,James,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello James. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I04013,"I am James, occupation photographer, sector sports.",en,James,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello James. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I04014,"I am James, occupation photographer, sector sports.",en,James,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello James. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I04015,"My name is Grace, I'm a photographer in sports.",en,Grace,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello Grace. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I04016,"My name is Grace, I'm a photographer in sports.",en,Grace,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello Grace. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I04017,"My name is Grace, I'm a photographer in sports.",en,Grace,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello Grace. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I04018,"My name is Grace, I'm a photographer in sports.",en,Grace,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello Grace. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I04019,"My name is Grace, I'm a photographer in sports.",en,Grace,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello Grace. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I04020,"My name is Grace, I'm a photographer in sports.",en,Grace,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello Grace. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I04021,"Hi, I'm Grace. I work as a photographer.",en,Grace,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello Grace. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I04022,"Hi, I'm Grace. I work as a photographer.",en,Grace,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello Grace. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I04023,"Hi, I'm Grace. I work as a photographer.",en,Grace,photographer,sports,sport/arts/gaming,Arusha,1,employee,Hello Grace. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I04024,"Hi, I'm Grace. I work as a photographer.",en,Grace,photographer,sports,sport/arts/gaming,Arusha,5,employee,Hello Grace. I see you're a photographer in the sports sector based in Arusha. What employment question can I help with?
I04025,"Hi, I'm Grace. I work as a photographer.",en,Grace,photographer,sports,sport/arts/gaming,Mwanza,1,employee,Hello Grace. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I04026,"Hi, I'm Grace. I work as a photographer.",en,Grace,photographer,sports,sport/arts/gaming,Mwanza,5,employee,Hello Grace. I see you're a photographer in the sports sector based in Mwanza. What employment question can I help with?
I04027,"I am Grace, occupation photographer, sector sports.",en,Grace,photographer,sports,sport/arts/gaming,Dar es Salaam,1,employee,Hello Grace. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
I04028,"I am Grace, occupation photographer, sector sports.",en,Grace,photographer,sports,sport/arts/gaming,Dar es Salaam,5,employee,Hello Grace. I see you're a photographer in the sports sector based in Dar es Salaam. What employment question can I help with?
